Story Readable ID,Story Title,Current Category Readable ID,Current Category Name,Current Category Level,Parent,Order,Current Category Path,Suggested Parent Readable ID,Suggested Parent Name,
first-semester-college-money,First Semester College Money,first-semester-college-money,First Semester College Money,4,,,THEMES > Financial > What are your views on money? > First Semester College Money,what-are-your-views-on-money,Financial,
first-accident,"First
Accident",first-accident,"First
Accident",4,,,"THEMES > Cars > �What was your first car? > First
Accident",what-was-your-first-car,Cars,
first-black-person,"First
Black Person",first-black-person,"First
Black Person",4,,,"Preschool > Elementary School > What do you remember outside of school about this time? > First
Black Person",what-do-you-remember-outside,Elementary School,
flight-from-medellin-to-cali,"Flight from
Medellin to Cali",flight-from-medellin-to-cali,"Flight from
Medellin to Cali",4,,,"Adulthood > Graduate School > How did you choose a major? > Flight from
Medellin to Cali",how-did-you-choose-a-major,Graduate School,
florida,Florida,florida,Florida,4,,,THEMES > Adventures > What adventures have you had? > Florida,what-adventures-have-you-had,Adventures,
flying-glass,Flying Glass,flying-glass,Flying Glass,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Flying Glass,what-do-you-remember-outside,Elementary School,
football,Football,football,Football,4,,,THEMES > Sports > How have sports influenced your life? > Football,how-have-sports-influenced,Sports,
fourth-grade,Fourth Grade,fourth-grade,Fourth Grade,4,,,Preschool > Elementary School > What do you remember from elementary school? > Fourth Grade,what-do-you-remember-from,Elementary School,
free-speech-vs-censorship,Free Speech vs. Censorship:,free-speech-vs-censorship,Free Speech vs. Censorship:,3,,,THEMES > Issues > Free Speech vs. Censorship:,issues,Issues,
french-open,French Open,french-open,French Open,4,,,THEMES > Sports > What is your favorite sporting event attended? > French Open,what-is-your-favorite-sporting,Sports,
freshman-ignorance,Freshman Ignorance,freshman-ignorance,Freshman Ignorance,4,,,Preschool > High School > How did you change during high school? > Freshman Ignorance,how-did-you-change-during-high,High School,
friday-night-lights,Friday Night Lights,friday-night-lights,Friday Night Lights,4,,,"Preschool > High School > Did
you participate in high school sports? > Friday Night Lights",did-you-participate-in-high,High School,
gas-money,Gas Money,gas-money,Gas Money,4,,,THEMES > Cars > �What was your first car? > Gas Money,what-was-your-first-car,Cars,
gidget,Gidget,gidget,Gidget,4,,,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > Gidget",what-stories-do-you-remember,My Paternal Grandfather,
gig-economy-and-worker-rights,Gig Economy and Worker Rights:,gig-economy-and-worker-rights,Gig Economy and Worker Rights:,3,,,THEMES > Issues > Gig Economy and Worker Rights:,issues,Issues,
globalization-vs-protectionism,Globalization vs. Protectionism:,globalization-vs-protectionism,Globalization vs. Protectionism:,3,,,THEMES > Issues > Globalization vs. Protectionism:,issues,Issues,
go-west-young-man,Go West Young Man,go-west-young-man,Go West Young Man,4,,,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > Go West Young Man",what-stories-do-you-remember,My Paternal Grandfather,
golf-is-a-valuable-skill,Golf is a Valuable Skill,golf-is-a-valuable-skill,Golf is a Valuable Skill,4,,,THEMES > Sports > How have sports influenced your life? > Golf is a Valuable Skill,how-have-sports-influenced,Sports,
golf-team-disappointment,Golf Team Disappointment,golf-team-disappointment,Golf Team Disappointment,4,,,"Preschool > High School > Did
you participate in high school sports? > Golf Team Disappointment",did-you-participate-in-high,High School,
golf-team-failure,Golf Team Failure,golf-team-failure,Golf Team Failure,4,,,"Preschool > High School > Did
you participate in high school sports? > Golf Team Failure",did-you-participate-in-high,High School,
golf-team-success,Golf Team Success,golf-team-success,Golf Team Success,4,,,"Preschool > High School > Did
you participate in high school sports? > Golf Team Success",did-you-participate-in-high,High School,
good-morning-teacher,Good Morning Teacher,good-morning-teacher,Good Morning Teacher,4,,,Preschool > What do you remember from this period? > Good Morning Teacher,what-do-you-remember-from-this,Preschool,
government-spending-and-debt,Government Spending and Debt:,government-spending-and-debt,Government Spending and Debt:,3,,,THEMES > Issues > Government Spending and Debt:,issues,Issues,
government-waste,Government Waste,government-waste,Government Waste,4,,,Adulthood > Career > University of South Carolina > Government Waste,university-of-south-carolina,University of South Carolina,
green-hole,Green Hole,green-hole,Green Hole,4,,,Adulthood > College > What memories do you have of college? > Green Hole,what-memories-do-you-have-of,College,
greenville-country-club,Greenville Country Club,greenville-country-club,Greenville Country Club,4,Sports,,THEMES > Sports > How have sports influenced your life? > Greenville Country Club,how-have-sports-influenced,Sports,
greeting-cards,Greeting Cards,greeting-cards,Greeting Cards,4,Careet,,Adulthood > Career > What were your first odd jobs? > Greeting Cards,what-were-your-first-odd-jobs,Careet,
grilling-shark,Grilling Shark,grilling-shark,Grilling Shark,4,,,THEMES > Vacations > Grilling Shark,vacations,Vacations,
haircuts,Haircuts,haircuts,Haircuts,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Haircuts,what-do-you-remember-outside,Elementary School,
handyman,Handyman,handyman,Handyman,4,,,Introduction > My Maternal Grandfather > What stories do you remember about him? > Handyman,what-stories-do-you-remember,My Maternal Grandfather,
have-these-changed-over-time,Have these changed over time?,have-these-changed-over-time,Have these changed over time?,3,,,THEMES > Food > Have these changed over time?,food,Food,
have-you-ever-broken-a-bone,Have you ever broken a bone?,have-you-ever-broken-a-bone,Have you ever broken a bone?,3,,,THEMES > Miscellaneous > Have you ever broken a bone?,miscellaneous,Miscellaneous,
have-you-ever-gotten-into-a,"Have you ever gotten
into a fight?",have-you-ever-gotten-into-a,"Have you ever gotten
into a fight?",3,,,"THEMES > Fights > Have you ever gotten
into a fight?",fights,Miscellaneous,
have-you-ever-had-your-heart,Have you ever had your heart broken?,have-you-ever-had-your-heart,Have you ever had your heart broken?,3,,,THEMES > Relationships > Have you ever had your heart broken?,relationships,Companionship,
have-you-ever-missed-a-flight,Have you ever missed a flight?,have-you-ever-missed-a-flight,Have you ever missed a flight?,3,,,THEMES > Music > Have you ever missed a flight?,music,Travel,
have-you-known-some-colorful,Have you known some colorful characters?,have-you-known-some-colorful,Have you known some colorful characters?,3,,,THEMES > Advice > Have you known some colorful characters?,advice,Advice,
healthcare-system,Healthcare System:,healthcare-system,Healthcare System:,3,,,THEMES > Issues > Healthcare System:,issues,Issues,
heart-of-gold,"Heart
of Gold",heart-of-gold,"Heart
of Gold",4,,,"Introduction > My Father > What beliefs or values did he instill in you? > Heart
of Gold",what-beliefs-or-values-did-he,My Father,
his-death,His Death,his-death,His Death,4,,,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > His Death",what-stories-do-you-remember,My Paternal Grandfather,
home-life,Home Life,home-life,Home Life,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Home Life,what-do-you-remember-outside,Elementary School,
hotel-dann-phone-call,Hotel Dann Phone Call,hotel-dann-phone-call,Hotel Dann Phone Call,4,,,Adulthood > Graduate School > How did you choose a major? > Hotel Dann Phone Call,how-did-you-choose-a-major,Graduate School,
how-did-college-shape-you,How did college shape you?,how-did-college-shape-you,How did college shape you?,3,,,Adulthood > College > How did college shape you?,college,College,
how-did-locations-affect,How did locations affect lifestyle?,how-did-locations-affect,How did locations affect lifestyle?,3,,,Adulthood > Parenthood > How did locations affect lifestyle?,parenthood,Parenthood,
how-did-priorities-shift,How did priorities shift?,how-did-priorities-shift,How did priorities shift?,3,,,Adulthood > Career Reflection > How did priorities shift?,career-reflection,Career Reflection,
how-did-sibling-relationships,How did sibling relationships develop?,how-did-sibling-relationships,How did sibling relationships develop?,3,,,Adulthood > Parenthood > How did sibling relationships develop?,parenthood,Parenthood,
how-did-you-adapt,How did you adapt?,how-did-you-adapt,How did you adapt?,3,Career Reflection,,Adulthood > Career Reflection > How did you adapt?,career-reflection,Career Reflection,
how-did-you-balance-work-and,How did you balance work and family?,how-did-you-balance-work-and,How did you balance work and family?,3,,,Adulthood > Parenthood > How did you balance work and family?,parenthood,Parenthood,
how-did-you-choose-a-major,How did you choose a major?,how-did-you-choose-a-major,How did you choose a major?,3,,,Adulthood > Graduate School > How did you choose a major?,graduate-school,Graduate School,
how-did-you-choose-locations,How did you choose locations?,how-did-you-choose-locations,How did you choose locations?,3,,,Adulthood > Parenthood > How did you choose locations?,parenthood,Parenthood,
how-did-you-contribute,How did you contribute?,how-did-you-contribute,How did you contribute?,3,Parenthood,,Adulthood > Parenthood > How did you contribute?,parenthood,Parenthood,
how-did-you-decide-to-go-to,How did you decide to go to college?,how-did-you-decide-to-go-to,How did you decide to go to college?,3,,,Adulthood > College > How did you decide to go to college?,college,College,
how-did-you-decide-where-to-go,How did you decide where to go to college?,how-did-you-decide-where-to-go,How did you decide where to go to college?,3,,,Adulthood > College > How did you decide where to go to college?,college,College,
how-did-you-figure-out-how-to,How did you figure out how to be a parent?,how-did-you-figure-out-how-to,How did you figure out how to be a parent?,3,,,Adulthood > Parenthood > How did you figure out how to be a parent?,parenthood,Parenthood,
how-did-you-get-to-middle,How did you get to middle school?,how-did-you-get-to-middle,How did you get to middle school?,3,,,Preschool > Middle School > How did you get to middle school?,middle-school,Middle School,
how-did-you-get-to-school,How did you get to school?,how-did-you-get-to-school,How did you get to school?,3,,,Preschool > Elementary School > How did you get to school?,elementary-school,Elementary School,
how-did-you-handle-education,How did you handle education decisions?,how-did-you-handle-education,How did you handle education decisions?,3,,,Adulthood > Parenthood > How did you handle education decisions?,parenthood,Parenthood,
how-did-you-learn-to-drive,"How did you learn to
drive?",how-did-you-learn-to-drive,"How did you learn to
drive?",3,,,"THEMES > Cars > How did you learn to
drive?",cars,Cars,
how-did-you-meet-your-wife,How did you meet your wife?,how-did-you-meet-your-wife,How did you meet your wife?,3,Companionship,,THEMES > Relationships > How did you meet your wife?,relationships,Companionship,
how-did-you-pick-a-major-in,"How did you pick a major in graduate
school?",how-did-you-pick-a-major-in,"How did you pick a major in graduate
school?",3,Graduate School,,"Adulthood > Graduate School > How did you pick a major in graduate
school?",graduate-school,Graduate School,
how-did-you-plan-career,How did you plan career transitions?,how-did-you-plan-career,How did you plan career transitions?,3,,,Adulthood > Career Reflection > How did you plan career transitions?,career-reflection,Career Reflection,
how-did-you-prepare-for-change,How did you prepare for change?,how-did-you-prepare-for-change,How did you prepare for change?,3,,,Adulthood > Career Reflection > How did you prepare for change?,career-reflection,Career Reflection,
how-did-you-prepare-for,How did you prepare for college/future?,how-did-you-prepare-for,How did you prepare for college/future?,3,,,Preschool > High School > How did you prepare for college/future?,high-school,High School,
how-did-you-prepare-for,How did you prepare for parenthood?,how-did-you-prepare-for,How did you prepare for parenthood?,3,,,Adulthood > Parenthood > How did you prepare for parenthood?,parenthood,Parenthood,
how-did-your-academic,How did your academic interests evolve?,how-did-your-academic,How did your academic interests evolve?,3,College,,Adulthood > College > How did your academic interests evolve?,college,College,
how-did-your-industry-change,How did your industry change?,how-did-your-industry-change,How did your industry change?,3,,,Adulthood > Career Reflection > How did your industry change?,career-reflection,Career Reflection,
how-did-your-leadership-evolve,How did your leadership evolve?,how-did-your-leadership-evolve,How did your leadership evolve?,3,,,Adulthood > Career Reflection > How did your leadership evolve?,career-reflection,Career Reflection,
how-did-your-outlook-mature,How did your outlook mature?,how-did-your-outlook-mature,How did your outlook mature?,3,,,Adulthood > Parenthood > How did your outlook mature?,parenthood,Parenthood,
how-did-your-parents-handle,How did your parents handle discipline?,how-did-your-parents-handle,How did your parents handle discipline?,3,,,Introduction > My Siblings > How did your parents handle discipline?,my-siblings,My Siblings,
how-did-your-parents-meet,How did your parents meet?,how-did-your-parents-meet,How did your parents meet?,3,My Parents,,Introduction > Their Partnership > How did your parents meet?,their-partnership,My Parents,
how-do-you-like-your-coffee,How do you like your coffee?,how-do-you-like-your-coffee,How do you like your coffee?,3,,,THEMES > Miscellaneous > How do you like your coffee?,miscellaneous,Miscellaneous,
how-do-you-like-your-eggs,How do you like your eggs?,how-do-you-like-your-eggs,How do you like your eggs?,3,,,THEMES > Miscellaneous > How do you like your eggs?,miscellaneous,Miscellaneous,
how-far-apart-in-age-are-you,How far apart in age are you?,how-far-apart-in-age-are-you,How far apart in age are you?,3,My Siblngs,,Introduction > My Siblings > How far apart in age are you?,my-siblings,My Siblngs,
how-has-life-turned-out,How has life turned out differently than you imagined?,how-has-life-turned-out,How has life turned out differently than you imagined?,3,,,THEMES > Differences > How has life turned out differently than you imagined?,differences,Reflection,
how-has-technology-influenced,How has technology influenced your life?,how-has-technology-influenced,How has technology influenced your life?,3,,,THEMES > Technology > How has technology influenced your life?,technology,Technology,
how-has-the-world-changed-for,How has the world changed for better/worse?,how-has-the-world-changed-for,How has the world changed for better/worse?,3,,,THEMES > Advice > How has the world changed for better/worse?,advice,Advice,
how-has-travel-influenced-you,How has travel influenced you?,how-has-travel-influenced-you,How has travel influenced you?,3,Music,,THEMES > Music > How has travel influenced you?,music,Music,
how-have-love-relationships,How have love relationships influenced you?,how-have-love-relationships,How have love relationships influenced you?,3,,,THEMES > Relationships > How have love relationships influenced you?,relationships,Companionship,
how-have-sports-influenced,How have sports influenced your life?,how-have-sports-influenced,How have sports influenced your life?,3,,,THEMES > Sports > How have sports influenced your life?,sports,Sports,
how-have-you-changed-over-time,How have you changed over time?,how-have-you-changed-over-time,How have you changed over time?,3,,,THEMES > Personal > How have you changed over time?,personal,Personal,
how-have-your-political,How have your political opinions changed over time?,how-have-your-political,How have your political opinions changed over time?,3,,,THEMES > Politics > How have your political opinions changed over time?,politics,Issues,
how-much-did-things-cost-in,How much did things cost in 1959?,how-much-did-things-cost-in,How much did things cost in 1959?,3,,,Introduction > My Birth > How much did things cost in 1959?,my-birth,My Birth,
how-to-win-at-office-politics,How to Win at Office Politics.,how-to-win-at-office-politics,How to Win at Office Politics.,4,,,THEMES > Books > How to Win at Office Politics.,books,Books,
how-were-your-grades,How were your grades?,how-were-your-grades,How were your grades?,3,,,Preschool > Middle School > How were your grades?,middle-school,Middle School,
how-would-you-describe-your,How would you describe your politics?,how-would-you-describe-your,How would you describe your politics?,3,,,THEMES > Politics > How would you describe your politics?,politics,Issues,
how-similar-or-different-are,"How
similar or different are you?",how-similar-or-different-are,"How
similar or different are you?",3,,,"Introduction > My Siblings > How
similar or different are you?",my-siblings,My Siblings,
human-rights,Human Rights:,human-rights,Human Rights:,3,,,THEMES > Issues > Human Rights:,issues,Issues,
i-want-to-continue-growing-in,"I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus",i-want-to-continue-growing-in,"I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus",4,Plans,,"Adulthood > The Future > Current Focus > I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus",current-focus,Plans,
i-wasn-t-very-good,I Wasn�t Very Good,i-wasn-t-very-good,I Wasn�t Very Good,4,Sports,,THEMES > Sports > How have sports influenced your life? > I Wasn�t Very Good,how-have-sports-influenced,Sports,
glad-you-got-to-meet-me,�Glad you got to meet me!�,glad-you-got-to-meet-me,�Glad you got to meet me!�,4,Vacations,,THEMES > Vacations > �Glad you got to meet me!�,vacations,Vacations,
hippies,�Hippies,hippies,�Hippies,4,,,The Decades > The 1960�s > Society & Culture > �Hippies,society-culture,Society & Culture,
how-did-you-personally-change,�How did you personally change during these years?,how-did-you-personally-change,�How did you personally change during these years?,3,Middle School,,Preschool > Middle School > �How did you personally change during these years?,middle-school,Middle School,
what-was-your-first-car,�What was your first car?,what-was-your-first-car,�What was your first car?,3,,,THEMES > Cars > �What was your first car?,cars,Cars,
who-was-your-favorite-teacher,�Who was your favorite teacher in high school?,who-was-your-favorite-teacher,�Who was your favorite teacher in high school?,3,High School,,Preschool > High School > �Who was your favorite teacher in high school?,high-school,High School,
wow-what-a-pool,"�Wow, What a Pool!�",wow-what-a-pool,"�Wow, What a Pool!�",4,,,"THEMES > Vacations > �Wow, What a Pool!�",vacations,Vacations,
ice-cream,Ice Cream,ice-cream,Ice Cream,4,,,THEMES > Miscellaneous > Favorites > Ice Cream,favorites,Favorites,
i-m-not-eating-that,I�m Not Eating That,i-m-not-eating-that,I�m Not Eating That,4,,,Adulthood > Graduate School > How did you choose a major? > I�m Not Eating That,how-did-you-choose-a-major,Graduate School,
ill-advised-acquisition,Ill-Advised Acquisition,ill-advised-acquisition,Ill-Advised Acquisition,4,Caribiner,,Adulthood > Career > Caribiner > Ill-Advised Acquisition,caribiner,Caribiner,
immigration,Immigration:,immigration,Immigration:,3,,,THEMES > Issues > Immigration:,issues,Issues,
injury-prone,Injury Prone,injury-prone,Injury Prone,4,,,Introduction > My Siblings > What was it like being so close in age? > Injury Prone,what-was-it-like-being-so,My Siblings,
ink-blots,Ink Blots,ink-blots,Ink Blots,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Ink Blots,what-do-you-remember-outside,High School,
integrated-classroom,Integrated Classroom,integrated-classroom,Integrated Classroom,4,,,The Decades > The 1960�s > Society & Culture > Integrated Classroom,society-culture,Society & Culture,
intensive-spanish,Intensive Spanish,intensive-spanish,Intensive Spanish,4,Graduate School,,Adulthood > Graduate School > How did you choose a major? > Intensive Spanish,how-did-you-choose-a-major,Graduate School,
international-financial,International Financial Analyst,international-financial,International Financial Analyst,4,,,Adulthood > Career > Harris/3M > International Financial Analyst,harris-3m,Harris/3M,
internet,Internet,internet,Internet,4,,,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Internet",what-inventions-have-had-the,Technology,
internship,Internship,internship,Internship,4,,,Adulthood > Graduate School > How did you choose a major? > Internship,how-did-you-choose-a-major,Graduate School,
is-there-a-sporting-event-you,Is there a sporting event you remember as a kid?,is-there-a-sporting-event-you,Is there a sporting event you remember as a kid?,3,,,THEMES > Sports > Is there a sporting event you remember as a kid?,sports,Sports,
it-s-very-down,"It�s Very
Down",it-s-very-down,"It�s Very
Down",4,,,"Adulthood > Graduate School > How did you choose a major? > It�s Very
Down",how-did-you-choose-a-major,Graduate School,
jerry-pierson,Jerry Pierson,jerry-pierson,Jerry Pierson,4,,,Adulthood > Career Reflection > Who was your worst boss? > Jerry Pierson,who-was-your-worst-boss,Career Reflection,
jfk-assassination,JFK Assassination,jfk-assassination,JFK Assassination,4,,,The Decades > The 1960�s > Society & Culture > JFK Assassination,society-culture,Society & Culture,
just-write-a-check,Just Write a Check,just-write-a-check,Just Write a Check,4,,,THEMES > Financial > What are your views on money? > Just Write a Check,what-are-your-views-on-money,Financial,
kappa-sigma,Kappa Sigma,kappa-sigma,Kappa Sigma,4,,,Adulthood > College > What memories do you have of college? > Kappa Sigma,what-memories-do-you-have-of,College,
kappa-sigma-round-2,Kappa Sigma � Round 2,kappa-sigma-round-2,Kappa Sigma � Round 2,4,,,"Adulthood > College > Why
did you transfer to Clemson? > Kappa Sigma � Round 2",why-did-you-transfer-to,College,
kash-and-karry,Kash and Karry,kash-and-karry,Kash and Karry,4,,,THEMES > Financial > What are your views on money? > Kash and Karry,what-are-your-views-on-money,Financial,
kash-and-karry-to-save-money,Kash and Karry to Save Money,kash-and-karry-to-save-money,Kash and Karry to Save Money,4,,,THEMES > Financial > What are your views on money? > Kash and Karry to Save Money,what-are-your-views-on-money,Financial,
keg-toss-champion,Keg Toss Champion,keg-toss-champion,Keg Toss Champion,4,,,Adulthood > College > Where did you live during college? > Keg Toss Champion,where-did-you-live-during,College,
knocked-his-teeth-out,"Knocked His
Teeth Out",knocked-his-teeth-out,"Knocked His
Teeth Out",4,,,"Preschool > Elementary School > What do you remember outside of school about this time? > Knocked His
Teeth Out",what-do-you-remember-outside,Elementary School,
lab-partner-crush,Lab Partner Crush,lab-partner-crush,Lab Partner Crush,4,,,Preschool > Middle School > What extracurricular activities did you join? > Lab Partner Crush,what-extracurricular,Middle School,
lake-hartwell,Lake Hartwell,lake-hartwell,Lake Hartwell,4,,,THEMES > Adventures > What adventures have you had? > Lake Hartwell,what-adventures-have-you-had,Adventures,
lake-hartwell,Lake Hartwell,lake-hartwell,Lake Hartwell,4,,,THEMES > Adventures > What adventures have you had? > Lake Hartwell,what-adventures-have-you-had,Adventures,
laptops,Laptops.,laptops,Laptops.,4,S&C,,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Laptops.",what-inventions-have-had-the,S&C,
late-night-exploring,Late Night Exploring,late-night-exploring,Late Night Exploring,4,,,Adulthood > College > What memories do you have of college? > Late Night Exploring,what-memories-do-you-have-of,College,
late-nights,Late Nights,late-nights,Late Nights,4,,,Adulthood > Graduate School > How did you choose a major? > Late Nights,how-did-you-choose-a-major,Graduate School,
lawn-service,Lawn Service,lawn-service,Lawn Service,4,Career,,Adulthood > Career > What were your first odd jobs? > Lawn Service,what-were-your-first-odd-jobs,Career,
learned-to-ride-a-bike,Learned to Ride a Bike,learned-to-ride-a-bike,Learned to Ride a Bike,4,,,Preschool > What do you remember from this period? > Learned to Ride a Bike,what-do-you-remember-from-this,Preschool,
learning-to-windsurf,Learning to Windsurf,learning-to-windsurf,Learning to Windsurf,4,,,THEMES > Music > Did you ever take any great road trips? > Learning to Windsurf,did-you-ever-take-any-great,Travel,
least-favorites,Least Favorites,least-favorites,Least Favorites,4,,,THEMES > Food > Least Favorites,food,Food,
legacy-thoughts,Legacy Thoughts,legacy-thoughts,Legacy Thoughts,3,,,Introduction > Legacy Thoughts,introduction,About,
like-james,"Like
James?",like-james,"Like
James?",4,,,"Introduction > My Birth > What�s the story behind your name? > Like
James?",what-s-the-story-behind-your,My Birth,
linbrook-drive-columbia-south,"Linbrook Drive, Columbia, South Carolina",linbrook-drive-columbia-south,"Linbrook Drive, Columbia, South Carolina",4,,,"Adulthood > Family > Marriage > Linbrook Drive, Columbia, South Carolina",marriage,Marriage,
liquor,Liquor,liquor,Liquor,4,Miscellaneous,,THEMES > Miscellaneous > Have you ever broken a bone? > Liquor,have-you-ever-broken-a-bone,Miscellaneous,
longest-trip,Longest trip,longest-trip,Longest trip,4,,,THEMES > Music > Did you ever take any great road trips? > Longest trip,did-you-ever-take-any-great,Travel,
looking-forward,Looking Forward,looking-forward,Looking Forward,4,,,Adulthood > The Future > Current Focus > Looking Forward,current-focus,The Future,
lost-credits,Lost Credits,lost-credits,Lost Credits,4,,,"Adulthood > College > Why
did you transfer to Clemson? > Lost Credits",why-did-you-transfer-to,College,
making-decisions,Making Decisions,making-decisions,Making Decisions,4,My Father,,Introduction > My Father > What do you admire most about your father? > Making Decisions,what-do-you-admire-most-about,My Father,
man-on-the-moon,Man on the Moon,man-on-the-moon,Man on the Moon,4,,,The Decades > The 1960�s > Society & Culture > Man on the Moon,society-culture,Society & Culture,
manmade-sledding,"Manmade
Sledding",manmade-sledding,"Manmade
Sledding",4,,,"Preschool > Elementary School > What do you remember outside of school about this time? > Manmade
Sledding",what-do-you-remember-outside,Elementary School,
mardi-gras,Mardi Gras,mardi-gras,Mardi Gras,4,,,THEMES > Music > Did you ever take any great road trips? > Mardi Gras,did-you-ever-take-any-great,Travel,
marriage,Marriage,marriage,Marriage,3,,,Adulthood > Family > Marriage,family,Family,
masters,Masters,masters,Masters,4,,,THEMES > Sports > What is your favorite sporting event attended? > Masters,what-is-your-favorite-sporting,Sports,
medellin,Medellin,medellin,Medellin,4,Graduate School,,Adulthood > Graduate School > How did you choose a major? > Medellin,how-did-you-choose-a-major,Graduate School,
military-and-defense-spending,Military and Defense Spending:,military-and-defense-spending,Military and Defense Spending:,3,,,THEMES > Issues > Military and Defense Spending:,issues,Issues,
minimum-wage,Minimum Wage?,minimum-wage,Minimum Wage?,4,,,THEMES > Issues > Wages > Minimum Wage?,wages,Issues,
missed-being-grand-master,Missed Being Grand Master,missed-being-grand-master,Missed Being Grand Master,4,,,"Adulthood > College > Why
did you transfer to Clemson? > Missed Being Grand Master",why-did-you-transfer-to,College,
missed-christmas-flight,Missed Christmas Flight,missed-christmas-flight,Missed Christmas Flight,4,,,THEMES > Music > Have you ever missed a flight? > Missed Christmas Flight,have-you-ever-missed-a-flight,Travel,
mistaken-bravado,Mistaken Bravado,mistaken-bravado,Mistaken Bravado,4,,,Adulthood > College > Where did you live during college? > Mistaken Bravado,where-did-you-live-during,College,
mistletoe,Mistletoe,mistletoe,Mistletoe,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Mistletoe,what-do-you-remember-outside,Elementary School,
money-exchange-fiasco,Money Exchange Fiasco,money-exchange-fiasco,Money Exchange Fiasco,4,,,Adulthood > Graduate School > How did you choose a major? > Money Exchange Fiasco,how-did-you-choose-a-major,Graduate School,
money-tough-times,Money�Tough times�.,money-tough-times,Money�Tough times�.,4,,,THEMES > Financial > What are your views on money? > Money�Tough times�.,what-are-your-views-on-money,financial,
mountains-on-bad-tires,Mountains on Bad Tires,mountains-on-bad-tires,Mountains on Bad Tires,4,,,Adulthood > Graduate School > How did you choose a major? > Mountains on Bad Tires,how-did-you-choose-a-major,Graduate School,
move-to-europe,Move to Europe,move-to-europe,Move to Europe,4,,,Adulthood > Career > Harris/3M > Move to Europe,harris-3m,Harris/3M,
move-to-nashville,Move to Nashville,move-to-nashville,Move to Nashville,4,Parenthood,,Adulthood > Parenthood > What legacy began forming? > Move to Nashville,what-legacy-began-forming,Parenthood,
move-in,Move-In,move-in,Move-In,4,,,Adulthood > College > What memories do you have of college? > Move-In,what-memories-do-you-have-of,college,
moving-to-cleveland-street,Moving to Cleveland Street,moving-to-cleveland-street,Moving to Cleveland Street,4,,,Preschool > Middle School > What extracurricular activities did you join? > Moving to Cleveland Street,what-extracurricular,Middle School,
muddy-bikes,Muddy Bikes,muddy-bikes,Muddy Bikes,4,,,Introduction > My Paternal Grandmother > What stories do you remember about her? > Muddy Bikes,what-stories-do-you-remember,My Paternal Grandmother,
muhammad-ali-fight,Muhammad Ali Fight,muhammad-ali-fight,Muhammad Ali Fight,4,,,Adulthood > College > What memories do you have of college? > Muhammad Ali Fight,what-memories-do-you-have-of,College,
muhammed-ali,Muhammed Ali,muhammed-ali,Muhammed Ali,4,,,The Decades > The 1960�s > Society & Culture > Muhammed Ali,society-culture,Society & Culture,
music,Music,music,Music,4,,,The Decades > The 1960�s > Society & Culture > Music,society-culture,Society & Culture,
music,Music,music,Music,4,,,The Decades > The 1960�s > Society & Culture > Music,society-culture,Society & Culture,
my-baseball-experience,My Baseball Experience,my-baseball-experience,My Baseball Experience,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > My Baseball Experience,what-do-you-remember-outside,Elementary School,
my-bike,My Bike,my-bike,My Bike,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > My Bike,what-do-you-remember-outside,Elementary School,
my-favorites-now,My Favorites Now,my-favorites-now,My Favorites Now,4,,,THEMES > Food > My Favorites Now,food,Food,
my-favorites-then-and-now,My Favorites Then and Now,my-favorites-then-and-now,My Favorites Then and Now,4,,,THEMES > Food > My Favorites Then and Now,food,Food,
my-marriage,My Marriage,my-marriage,My Marriage,4,,,THEMES > Blessings > What were your disappointments? > My Marriage,what-were-your-disappointments,Reflection,
my-only-sport,My Only Sport,my-only-sport,My Only Sport,4,,,THEMES > Sports > How have sports influenced your life? > My Only Sport,how-have-sports-influenced,Sports,
myrtle-monsters,Myrtle Monsters,myrtle-monsters,Myrtle Monsters,4,,,THEMES > Vacations > Myrtle Monsters,vacations,Vacations,
navy-service,Navy Service,navy-service,Navy Service,4,,,Introduction > My Father > What beliefs or values did he instill in you? > Navy Service,what-beliefs-or-values-did-he,My Father,
new-friends,New Friends,new-friends,New Friends,4,,,Preschool > High School > What was high school like? > New Friends,what-was-high-school-like,High school,
new-musical-direction,New Musical Direction,new-musical-direction,New Musical Direction,4,,,Preschool > Middle School > What extracurricular activities did you join? > New Musical Direction,what-extracurricular,Middle School,
news,News,news,News,4,Television,,THEMES > Television > What cartoons did you watch as a kid? > News,what-cartoons-did-you-watch-as,Television,
newspaper-delivery,Newspaper Delivery,newspaper-delivery,Newspaper Delivery,4,,,Introduction > My Father > What beliefs or values did he instill in you? > Newspaper Delivery,what-beliefs-or-values-did-he,My Father,
