Title,Category Path,Category,Category ID,Type,Category Level,Heading Level
The Phone Recovery,"Adulthood > College > Why
did you transfer to Clemson?",College,no match,Story,3,4
Nicknames,Adulthood > College > Where did you live during college?,College,no match,Story,3,4
Keg Toss Champion,Adulthood > College > Where did you live during college?,College,no match,Story,3,4
Mistaken Bravado,Adulthood > College > Where did you live during college?,College,no match,Story,3,4
Orange Bowl,Adulthood > College > Where did you live during college?,College,no match,Story,3,4
What were your friends like in college?,Adulthood > College,College,no match,Story,2,3
Were the classes hard?,Adulthood > College,College,no match,Story,2,3
Who were your roommates?,Adulthood > College,College,no match,Story,2,3
1982 was a very good year!,Adulthood > College > What traditions did you participate in?,College,no match,Story,3,4
What was your schedule like?,Adulthood > College,College,no match,Story,2,3
College Reflection,Adulthood > College,College,no match,Story,2,3
How did college shape you?,Adulthood > College,College,no match,Story,2,3
"What's one thing you wish you'd known
before going to college?",Adulthood > College,College,no match,Story,2,3
"What advice would you give to a family
member about college?",Adulthood > College,College,no match,Story,2,3
What challenges did you overcome?,Adulthood > College,College,no match,Story,2,3
What life lessons did you learn?,Adulthood > College,College,no match,Story,2,3
What mistakes taught you most?,Adulthood > College,College,no match,Story,2,3
What successes encouraged you?,Adulthood > College,College,no match,Story,2,3
How did your goals evolve?,Adulthood > College,College,no match,Story,2,3
"What
social experiences shaped you?",Adulthood > College,College,no match,Story,2,3
"Did you go to graduate
school?",Adulthood > Graduate School,Graduate School,no match,Story,2,3
"How did you pick a major in graduate
school?",Adulthood > Graduate School,Graduate School,no match,Story,2,3
Intensive Spanish,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"Started Strong, Finished
Middle",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Internship,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
The Arrival,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Medellin,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
The Flight is Sickening,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Security,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Mountains on Bad Tires,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
The House,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
I�m Not Eating That,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Caf� con Leche,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
So Many Foreigners Here,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"Flight from
Medellin to Cali",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Hotel Dann Phone Call,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Apartment Roommate,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Late Nights,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Earthquake,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"Popayan
Earthquake",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Bullfights,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"Flower
Festival",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Pulmon,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Silvia,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
"It�s Very
Down",Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Aguardiente,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Pepper Steak,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Waiter Cried,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Basketball,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Money Exchange Fiasco,Adulthood > Graduate School > How did you choose a major?,Graduate School,no match,Story,3,4
Bottle Collecting,Adulthood > Career > What were your first odd jobs?,Career,no match,Story,3,4
Lawn Service,Adulthood > Career > What were your first odd jobs?,Career,no match,Story,3,4
Cutting Grass,Adulthood > Career > What were your first odd jobs?,Career,no match,Story,3,4
Greeting Cards,Adulthood > Career > What were your first odd jobs?,Career,no match,Story,3,4
First Real Firing,Adulthood > Career > What was your first real job?,Career,no match,Story,3,4
Screen Printing,Adulthood > Career > What was your first real job?,Career,no match,Story,3,4
Pool Cleaning,Adulthood > Career > What was your first real job?,Career,no match,Story,3,4
Associate Director of Corporate Relations,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Speaker Program,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Alumni Relations,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Ancient Communication Method,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Really?,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Director of Latin American Operations,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Dale Carnegie,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Government Waste,Adulthood > Career > University of South Carolina,USC,no match,Story,3,4
Financial Analyst,Adulthood > Career > NCR,NCR,no match,Story,3,4
International Financial Analyst,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
Run In,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
"Finance Manager, ROW",Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
European Controller,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
Move to Europe,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
The Gulf War,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
Ask For What You�re Worth,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
"Finance Director, International",Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
Not Ready for CFO,Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
"Vice President, Business Development & Strategic Planning",Adulthood > Career > Harris/3M,Harris/3M,no match,Story,3,4
"Vice
President, Finance & Administration, CFO",Adulthood > Career > SQL Financials,SQL Financials,no match,Story,3,4
"Vice President, Finance, CFO",Adulthood > Career > Caribiner,Caribiner,no match,Story,3,4
Ill-Advised Acquisition,Adulthood > Career > Caribiner,Caribiner,no match,Story,3,4
"Vice President, Finance",Adulthood > Career > McKesson,McKesson,no match,Story,3,4
Chief Financial Officer,Adulthood > Career > McKesson,McKesson,no match,Story,3,4
"Chief Financial Officer, Americas",Adulthood > Career > Given Imaging,Given,no match,Story,3,4
Chief Financial Officer,Adulthood > Career > Dune Medical,Dune,no match,Story,3,4
What ifs,Adulthood > Career Reflection > How did you prepare for change?,Career Refectiion,no match,Story,3,4
How did priorities shift?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What was your most significant challenge?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you adapt?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What satisfaction did you find?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you plan career transitions?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you mentor others?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What wisdom did you share?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements are you most proud of?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What would you do differently?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What advice would you give others?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What principles guided your leadership?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did your leadership evolve?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Workplace Reality,Adulthood > Career Reflection > What career regrets do you have?,Career Refectiion,no match,Story,3,4
Who was your best boss,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Tom Campbell,Adulthood > Career Reflection > Who was your worst boss?,Career Refectiion,no match,Story,3,4
Craig Niemiec,Adulthood > Career Reflection > Who was your worst boss?,Career Refectiion,no match,Story,3,4
Jerry Pierson,Adulthood > Career Reflection > Who was your worst boss?,Career Refectiion,no match,Story,3,4
Which was your best job,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Which was your worst job?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Were you ever fired,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What is your best advice for ones career?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What were your most important learnings?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Did you ever have trouble at work?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
The Never-Ending Lawn,Adulthood > Career Reflection > Did you ever quit a job?,Career Refectiion,no match,Story,3,4
What are your career regrets?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What leadership roles did you take on?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Who were influential mentors?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What professional challenges did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements are you most proud of?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What was your work culture like?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What was your management style?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did industry changes affect you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What business travel occurred?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What international experience did you gain?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did technology change your work?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What major career decisions did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you make career choices?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What opportunities did you pursue/decline?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you balance career and family?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What sacrifices did you make?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What risks did you take?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What career goals evolved?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did success affect you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What opportunities arose?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What choices did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you make decisions?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What skills did you develop?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What roles did you take on?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What challenges did you overcome?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What achievements meant most?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What surprised you most?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Who mentored you?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What mistakes did you make?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What successes did you have?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What disappointments did you have?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Why did you change jobs?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What major decisions did you face?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did your industry change?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What innovations did you drive?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What relationships proved most valuable?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
What challenges did you overcome?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
How did you measure success?,Adulthood > Career Reflection,Career Refectiion,no match,Story,2,3
Springbrook,Adulthood > Family > Marriage,Marriage,no match,Story,3,4
Brady,Adulthood > Family > Marriage,Marriage,no match,Story,3,4
"Linbrook Drive, Columbia, South Carolina",Adulthood > Family > Marriage,Marriage,no match,Story,3,4
What is it like being a father?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you figure out how to be a parent?,Adulthood > Parenthood,Children,no match,Story,2,3
Being a Father,Adulthood > Parenthood,Children,no match,Story,2,3
"Teaching
William to drive",Adulthood > Parenthood > William,William,no match,Story,3,4
"Teaching
Elizabeth to Drive",Adulthood > Parenthood > Elizabeth,Elizabeth,no match,Story,3,4
Caroline,Adulthood > Parenthood,Children,no match,Story,2,3
"What was one of the toughest, easiest,
best, worst parts about raising first, second, third",Adulthood > Parenthood,Children,no match,Story,2,3
"What was something that was particularly
surprising to you when you had your first, second, third child?",Adulthood > Parenthood,Children,no match,Story,2,3
"How did you feel when your first, second,
third child was born?",Adulthood > Parenthood,Children,no match,Story,2,3
How did parenting influence you?,Adulthood > Parenthood,Children,no match,Story,2,3
What was it like becoming a parent?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you prepare for parenthood?,Adulthood > Parenthood,Children,no match,Story,2,3
What surprised you about being a parent?,Adulthood > Parenthood,Children,no match,Story,2,3
What challenges did you face?,Adulthood > Parenthood,Children,no match,Story,2,3
What joys did you experience?,Adulthood > Parenthood,Children,no match,Story,2,3
How did your priorities change?,Adulthood > Parenthood,Children,no match,Story,2,3
What parenting style did you develop?,Adulthood > Parenthood,Children,no match,Story,2,3
What activities did you do together?,Adulthood > Parenthood,Children,no match,Story,2,3
What values did you try to instill?,Adulthood > Parenthood,Children,no match,Story,2,3
What discipline approaches did you use?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you handle education decisions?,Adulthood > Parenthood,Children,no match,Story,2,3
What family challenges arose?,Adulthood > Parenthood,Children,no match,Story,2,3
What family memories stand out?,Adulthood > Parenthood,Children,no match,Story,2,3
What was daily family life like?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you balance work and family?,Adulthood > Parenthood,Children,no match,Story,2,3
How did family relationships evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What roles did extended family play?,Adulthood > Parenthood,Children,no match,Story,2,3
How did sibling relationships develop?,Adulthood > Parenthood,Children,no match,Story,2,3
What family conflicts occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you resolve differences?,Adulthood > Parenthood,Children,no match,Story,2,3
What strengthened family bonds?,Adulthood > Parenthood,Children,no match,Story,2,3
What traditions became important?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you maintain connections?,Adulthood > Parenthood,Children,no match,Story,2,3
Homes & Moves,Adulthood > Parenthood,Children,no match,Story,2,3
How did you choose locations?,Adulthood > Parenthood,Children,no match,Story,2,3
What neighborhoods shaped family life?,Adulthood > Parenthood,Children,no match,Story,2,3
What home improvements did you make?,Adulthood > Parenthood,Children,no match,Story,2,3
What moves were significant?,Adulthood > Parenthood,Children,no match,Story,2,3
How did locations affect lifestyle?,Adulthood > Parenthood,Children,no match,Story,2,3
What made each place special?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you contribute?,Adulthood > Parenthood,Children,no match,Story,2,3
How did location affect family?,Adulthood > Parenthood,Children,no match,Story,2,3
What lifestyle priorities emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you spend free time?,Adulthood > Parenthood,Children,no match,Story,2,3
What hobbies did you pursue?,Adulthood > Parenthood,Children,no match,Story,2,3
What entertainment did you enjoy?,Adulthood > Parenthood,Children,no match,Story,2,3
What social activities mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you relax/recharge?,Adulthood > Parenthood,Children,no match,Story,2,3
What life balance did you seek?,Adulthood > Parenthood,Children,no match,Story,2,3
How did your worldview evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What values became important?,Adulthood > Parenthood,Children,no match,Story,2,3
What beliefs changed?,Adulthood > Parenthood,Children,no match,Story,2,3
What life lessons emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
What wisdom did you gain?,Adulthood > Parenthood,Children,no match,Story,2,3
What principles guided you?,Adulthood > Parenthood,Children,no match,Story,2,3
How did your outlook mature?,Adulthood > Parenthood,Children,no match,Story,2,3
Personal,Adulthood > Parenthood,Children,no match,Story,2,3
How did you grow during these years?,Adulthood > Parenthood,Children,no match,Story,2,3
What skills did you develop?,Adulthood > Parenthood,Children,no match,Story,2,3
What challenges changed you?,Adulthood > Parenthood,Children,no match,Story,2,3
What accomplishments meant most?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you handle stress?,Adulthood > Parenthood,Children,no match,Story,2,3
What personal goals evolved?,Adulthood > Parenthood,Children,no match,Story,2,3
What lifestyle changes occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
Relationships,Adulthood > Parenthood,Children,no match,Story,2,3
How did friendships change?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationships deepened?,Adulthood > Parenthood,Children,no match,Story,2,3
What new connections formed?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you maintain relationships?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationship challenges arose?,Adulthood > Parenthood,Children,no match,Story,2,3
Who influenced you most?,Adulthood > Parenthood,Children,no match,Story,2,3
What relationship lessons emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
"What was one of the hardest things about growing up? How did you get
through it?",Adulthood > Parenthood,Children,no match,Story,2,3
Historical,Adulthood > Parenthood,Children,no match,Story,2,3
What historical events impacted you?,Adulthood > Parenthood,Children,no match,Story,2,3
How did society change?,Adulthood > Parenthood,Children,no match,Story,2,3
What technological advances occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
What economic conditions affected you?,Adulthood > Parenthood,Children,no match,Story,2,3
What political changes mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
What local changes occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
Cultural,Adulthood > Parenthood,Children,no match,Story,2,3
What cultural shifts occurred?,Adulthood > Parenthood,Children,no match,Story,2,3
How did society evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What social issues mattered?,Adulthood > Parenthood,Children,no match,Story,2,3
How did entertainment change?,Adulthood > Parenthood,Children,no match,Story,2,3
What technology transformed life?,Adulthood > Parenthood,Children,no match,Story,2,3
What generational differences emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
Personal,Adulthood > Parenthood,Children,no match,Story,2,3
What key moments shaped these years?,Adulthood > Parenthood,Children,no match,Story,2,3
What decisions had lasting impact?,Adulthood > Parenthood,Children,no match,Story,2,3
What changes surprised you?,Adulthood > Parenthood,Children,no match,Story,2,3
What remained constant?,Adulthood > Parenthood,Children,no match,Story,2,3
What defined this period?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you grow/change?,Adulthood > Parenthood,Children,no match,Story,2,3
What wisdom did you gain?,Adulthood > Parenthood,Children,no match,Story,2,3
Move to Nashville,Adulthood > Parenthood > What legacy began forming?,Children,no match,Story,3,4
Adult Children,Adulthood > Parenthood,Children,no match,Story,2,3
How did relationships with adult children evolve?,Adulthood > Parenthood,Children,no match,Story,2,3
What role did you play in their lives?,Adulthood > Parenthood,Children,no match,Story,2,3
How did you support their growth?,Adulthood > Parenthood,Children,no match,Story,2,3
What joys did you experience?,Adulthood > Parenthood,Children,no match,Story,2,3
Grandchildren,Adulthood > Parenthood,Children,no match,Story,2,3
What was becoming a grandparent like?,Adulthood > Parenthood,Children,no match,Story,2,3
How do you connect with grandchildren?,Adulthood > Parenthood,Children,no match,Story,2,3
What role do you play in their lives?,Adulthood > Parenthood,Children,no match,Story,2,3
What traditions do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
What values do you hope to pass on?,Adulthood > Parenthood,Children,no match,Story,2,3
What activities do you enjoy together?,Adulthood > Parenthood,Children,no match,Story,2,3
What lessons do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
What legacy do you want to leave?,Adulthood > Parenthood,Children,no match,Story,2,3
Extended Family,Adulthood > Parenthood,Children,no match,Story,2,3
How have family relationships evolved?,Adulthood > Parenthood,Children,no match,Story,2,3
What family gatherings occur?,Adulthood > Parenthood,Children,no match,Story,2,3
Ho,Adulthood > Parenthood,Children,no match,Story,2,3
w do you maintain connections?,Adulthood > Parenthood,Children,no match,Story,2,3
What new traditions emerged?,Adulthood > Parenthood,Children,no match,Story,2,3
What family history do you share?,Adulthood > Parenthood,Children,no match,Story,2,3
How do you strengthen bonds?,Adulthood > Parenthood,Children,no match,Story,2,3
What family values endure?,Adulthood > Parenthood,Children,no match,Story,2,3
What legacy are you creating?,Adulthood > Parenthood,Children,no match,Story,2,3
"I want
to continue growing in business and building financial security while spending
quality time with my children, their families, and supporting their interests.
Current Focus",Adulthood > The Future > Current Focus,Future,no match,Story,3,4
Looking Forward,Adulthood > The Future > Current Focus,Future,no match,Story,3,4
"Do you have a dream you haven't achieved
yet? Will you keep trying?",Adulthood > The Future,Future,no match,Story,2,3
What dreams remain?,Adulthood > The Future,Future,no match,Story,2,3
What goals inspire you?,Adulthood > The Future,Future,no match,Story,2,3
What changes do you seek?,Adulthood > The Future,Future,no match,Story,2,3
What adventures call?,Adulthood > The Future,Future,no match,Story,2,3
What possibilities excite?,Adulthood > The Future,Future,no match,Story,2,3
What legacy continues forming?,Adulthood > The Future,Future,no match,Story,2,3
What impact do you hope for?,Adulthood > The Future,Future,no match,Story,2,3
What matters for the future?,Adulthood > The Future,Future,no match,Story,2,3
What hopes for family future?,Adulthood > The Future,Future,no match,Story,2,3
What traditions should continue?,Adulthood > The Future,Future,no match,Story,2,3
What values should endure?,Adulthood > The Future,Future,no match,Story,2,3
What stories should be remembered?,Adulthood > The Future,Future,no match,Story,2,3
What wisdom should guide?,Adulthood > The Future,Future,no match,Story,2,3
What love should multiply?,Adulthood > The Future,Future,no match,Story,2,3
How do you prepare?,Adulthood > The Future,Future,no match,Story,2,3
What challenges do you anticipate?,Adulthood > The Future,Future,no match,Story,2,3
What opportunities do you see?,Adulthood > The Future,Future,no match,Story,2,3
What wisdom guides you?,Adulthood > The Future,Future,no match,Story,2,3
What peace have you found?,Adulthood > The Future,Future,no match,Story,2,3
What joy sustains you?,Adulthood > The Future,Future,no match,Story,2,3
What love surrounds you?,Adulthood > The Future,Future,no match,Story,2,3
What's next?,Adulthood > The Future,Future,no match,Story,2,3
What advice would you give your younger self?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
What were the most significant challenges you faced and the lessons learned?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
What did you wear when younger that mortifies you now?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
What advice would you give your great grandchildren?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
What personal expectations do you hold yourself to?,"Adulthood > Personal Reflection > What is your best
advice when it comes to work?",Personal Reflection,no match,Reflection,3,4
What�s your idea of happiness?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
Who/What inspires you?,Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
"What beliefs do you
have that are different than your parents�?",Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
"What have you changed
your mind about over the years?",Adulthood > Personal Reflection,Personal Reflection,no match,Reflection,2,3
Early Memories of Money,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
Money�Tough times�.,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
Kash and Karry,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
First Purchased House,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
Kash and Karry to Save Money,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
Just Write a Check,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
Odd Jobs,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
The Business Grew,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
We Moved Again,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
First Semester College Money,THEMES > Financial > What are your views on money?,Financial,no match,Story,3,4
How did goals change?,THEMES > Financial,Financial,no match,Story,2,3
What financial security meant?,THEMES > Financial,Financial,no match,Story,2,3
How did you balance spending/saving?,THEMES > Financial,Financial,no match,Story,2,3
What lifestyle choices affected finances?,THEMES > Financial,Financial,no match,Story,2,3
What financial worries existed?,THEMES > Financial,Financial,no match,Story,2,3
What financial freedom meant?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan legacy?,THEMES > Financial,Financial,no match,Story,2,3
What major purchases occurred?,THEMES > Financial,Financial,no match,Story,2,3
How did you handle finances?,THEMES > Financial,Financial,no match,Story,2,3
What investment choices did you make?,THEMES > Financial,Financial,no match,Story,2,3
What financial challenges arose?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan for future?,THEMES > Financial,Financial,no match,Story,2,3
What financial lessons did you learn?,THEMES > Financial,Financial,no match,Story,2,3
What risks did you take?,THEMES > Financial,Financial,no match,Story,2,3
How did wealth affect choices?,THEMES > Financial,Financial,no match,Story,2,3
Financial Management,THEMES > Financial,Financial,no match,Story,2,3
How did you budget?,THEMES > Financial,Financial,no match,Story,2,3
What savings strategies worked?,THEMES > Financial,Financial,no match,Story,2,3
What debt did you manage?,THEMES > Financial,Financial,no match,Story,2,3
How did you plan retirement?,THEMES > Financial,Financial,no match,Story,2,3
What financial advice helped?,THEMES > Financial,Financial,no match,Story,2,3
What mistakes taught you?,THEMES > Financial,Financial,no match,Story,2,3
What successes encouraged you?,THEMES > Financial,Financial,no match,Story,2,3
How did you teach children about money?,THEMES > Financial,Financial,no match,Story,2,3
When was your first girlfriend?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
Spin the Bottle,THEMES > Relationships > When was your first kiss?,Boy/Girlfriend,no match,Story,3,4
Unavoidable Fight,THEMES > Relationships > When was your first kiss?,Boy/Girlfriend,no match,Story,3,4
First Disappointment,THEMES > Relationships > When was your first kiss?,Boy/Girlfriend,no match,Story,3,4
How did you meet your wife?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
What is your definition of love?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
What was it like the first time you fell in love?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
Have you ever had your heart broken?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
What is your idea of perfect happiness?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
What was one of the most romantic moments in your life?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
What do you think are the secrets to a happy relationship?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
How have love relationships influenced you?,THEMES > Relationships,Boy/Girlfriend,no match,Story,2,3
How would you describe your politics?,THEMES > Politics,World & Politics,no match,Story,2,3
Which Presidents have you voted for and why?,THEMES > Politics,World & Politics,no match,Story,2,3
How have your political opinions changed over time?,THEMES > Politics,World & Politics,no match,Story,2,3
Football,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
Swimming,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
First Experience,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
First Play,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
I Wasn�t Very Good,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
The Monster Snake,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
Scavenger for Golf Balls,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
Greenville Country Club,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
My Only Sport,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
Golf is a Valuable Skill,THEMES > Sports > How have sports influenced your life?,Sports,no match,Story,3,4
"Did you ever want to
be a professional athlete?",THEMES > Sports,Sports,no match,Story,2,3
